2026/09/02 17:25:31.117, 0, 81920, 0
2026/09/02 17:25:32.142, 0, 81920, 0
2026/09/02 17:25:33.167, 4, 81920, 0
2026/09/02 17:25:34.191, 4, 81920, 0
2026/09/02 17:25:35.214, 4, 81920, 0
2026/09/02 17:25:36.238, 4, 81920, 0
2026/09/02 17:25:37.262, 4, 81920, 0
2026/09/02 17:25:38.286, 4, 81920, 0
2026/09/02 17:25:39.309, 4, 81920, 0
2026/09/02 17:25:40.333, 4, 81920, 0
2026/09/02 17:25:41.358, 4, 81920, 0
2026/09/02 17:25:42.382, 4, 81920, 0
2026/09/02 17:25:43.406, 4, 81920, 0
2026/09/02 17:25:44.429, 4, 81920, 0
2026/09/02 17:25:45.453, 4, 81920, 0
2026/09/02 17:25:46.497, 20, 81920, 0
2026/09/02 17:25:47.520, 449, 81920, 5
2026/09/02 17:25:48.541, 7627, 81920, 24
2026/09/02 17:25:49.562, 14429, 81920, 26
2026/09/02 17:25:50.583, 21003, 81920, 26
2026/09/02 17:25:51.604, 23655, 81920, 6
2026/09/02 17:25:52.626, 23655, 81920, 0
2026/09/02 17:25:53.647, 1361, 81920, 28
2026/09/02 17:25:54.668, 5029, 81920, 28
2026/09/02 17:25:55.689, 5765, 81920, 0
2026/09/02 17:25:56.711, 8713, 81920, 0
2026/09/02 17:25:57.732, 8713, 81920, 0
2026/09/02 17:25:58.753, 945, 81920, 12
2026/09/02 17:25:59.774, 3791, 81920, 23
2026/09/02 17:26:00.795, 10547, 81920, 26
2026/09/02 17:26:01.817, 16639, 81920, 26
2026/09/02 17:26:02.839, 23087, 81920, 26
2026/09/02 17:26:03.861, 29201, 81920, 25
2026/09/02 17:26:04.883, 35085, 81920, 22
2026/09/02 17:26:05.905, 41457, 81920, 26
2026/09/02 17:26:06.928, 42609, 81920, 11
2026/09/02 17:26:07.950, 42609, 81920, 0
2026/09/02 17:26:08.973, 42995, 81920, 65
2026/09/02 17:26:09.996, 42995, 81920, 100
2026/09/02 17:26:11.019, 42995, 81920, 100
2026/09/02 17:26:12.042, 42995, 81920, 100
2026/09/02 17:26:13.065, 42995, 81920, 100
2026/09/02 17:26:14.089, 42995, 81920, 100
2026/09/02 17:26:15.112, 42995, 81920, 100
2026/09/02 17:26:16.135, 42995, 81920, 99
2026/09/02 17:26:17.158, 42995, 81920, 100
2026/09/02 17:26:18.183, 42995, 81920, 100
2026/09/02 17:26:19.206, 2017, 81920, 100
2026/09/02 17:26:20.228, 1229, 81920, 44
2026/09/02 17:26:21.249, 5237, 81920, 33
2026/09/02 17:26:22.272, 11643, 81920, 25
2026/09/02 17:26:23.294, 17841, 81920, 26
2026/09/02 17:26:24.316, 24423, 81920, 28
2026/09/02 17:26:25.347, 30485, 81920, 24
2026/09/02 17:26:26.368, 36431, 81920, 24
2026/09/02 17:26:27.391, 41843, 81920, 18
2026/09/02 17:26:28.413, 48181, 81920, 78
2026/09/02 17:26:29.437, 48181, 81920, 100
2026/09/02 17:26:30.459, 48181, 81920, 100
2026/09/02 17:26:31.482, 48181, 81920, 100
2026/09/02 17:26:32.504, 48181, 81920, 100
2026/09/02 17:26:33.527, 48181, 81920, 100
2026/09/02 17:26:34.549, 48181, 81920, 99
2026/09/02 17:26:35.572, 48181, 81920, 100
2026/09/02 17:26:36.595, 48181, 81920, 100
2026/09/02 17:26:37.619, 48181, 81920, 100
2026/09/02 17:26:38.643, 48181, 81920, 100
2026/09/02 17:26:39.667, 48181, 81920, 100
2026/09/02 17:26:40.689, 48181, 81920, 100
2026/09/02 17:26:41.712, 48181, 81920, 100
2026/09/02 17:26:42.735, 48181, 81920, 100
2026/09/02 17:26:43.757, 48181, 81920, 100
2026/09/02 17:26:44.780, 48181, 81920, 100
2026/09/02 17:26:45.803, 48181, 81920, 100
2026/09/02 17:26:46.826, 48181, 81920, 100
2026/09/02 17:26:47.848, 1437, 81920, 100
2026/09/02 17:26:48.870, 1969, 81920, 17
2026/09/02 17:26:49.892, 1459, 81920, 0
2026/09/02 17:26:50.913, 20041, 81920, 100
2026/09/02 17:26:51.939, 31267, 81920, 100
2026/09/02 17:26:52.961, 31267, 81920, 100
2026/09/02 17:26:53.985, 31267, 81920, 100
2026/09/02 17:26:55.012, 31267, 81920, 100
2026/09/02 17:26:56.035, 31267, 81920, 100
2026/09/02 17:26:57.057, 31267, 81920, 100
2026/09/02 17:26:58.079, 31267, 81920, 100
2026/09/02 17:26:59.101, 31267, 81920, 100
2026/09/02 17:27:00.124, 31267, 81920, 100
2026/09/02 17:27:01.146, 31267, 81920, 100
2026/09/02 17:27:02.169, 31267, 81920, 100
2026/09/02 17:27:03.192, 31267, 81920, 100
2026/09/02 17:27:04.213, 31267, 81920, 100
2026/09/02 17:27:05.235, 31267, 81920, 100
2026/09/02 17:27:06.257, 31267, 81920, 100
2026/09/02 17:27:07.279, 31267, 81920, 100
2026/09/02 17:27:08.302, 31267, 81920, 100
2026/09/02 17:27:09.323, 31267, 81920, 100
2026/09/02 17:27:10.345, 31267, 81920, 100
2026/09/02 17:27:11.370, 37075, 81920, 62
2026/09/02 17:27:12.391, 2259, 81920, 100
2026/09/02 17:27:13.413, 2259, 81920, 0
2026/09/02 17:27:14.436, 2259, 81920, 0
