timestamp, name, driver_version, memory.total [MiB], memory.used [MiB], utilization.gpu [%]
2026/09/02 17:22:21.736, NVIDIA A100-SXM4-80GB, 580.126.16, 81920 MiB, 0 MiB, 0 %
