2026/09/02 17:27:25.022, 0, 46068, 0
2026/09/02 17:27:26.041, 3, 46068, 0
2026/09/02 17:27:27.059, 3, 46068, 0
2026/09/02 17:27:28.079, 3, 46068, 0
2026/09/02 17:27:29.099, 3, 46068, 0
2026/09/02 17:27:30.120, 3, 46068, 0
2026/09/02 17:27:31.140, 455, 46068, 0
2026/09/02 17:27:32.161, 5001, 46068, 9
2026/09/02 17:27:33.183, 7865, 46068, 7
2026/09/02 17:27:34.203, 10387, 46068, 9
2026/09/02 17:27:35.224, 12491, 46068, 9
2026/09/02 17:27:36.244, 16093, 46068, 12
2026/09/02 17:27:37.265, 18571, 46068, 13
2026/09/02 17:27:38.285, 23389, 46068, 17
2026/09/02 17:27:39.306, 23863, 46068, 2
2026/09/02 17:27:40.328, 1869, 46068, 25
2026/09/02 17:27:41.349, 4517, 46068, 10
2026/09/02 17:27:42.369, 5765, 46068, 0
2026/09/02 17:27:43.388, 8713, 46068, 86
2026/09/02 17:27:44.408, 945, 46068, 18
2026/09/02 17:27:45.429, 5619, 46068, 26
2026/09/02 17:27:46.449, 12687, 46068, 28
2026/09/02 17:27:47.472, 19707, 46068, 29
2026/09/02 17:27:48.494, 24875, 46068, 13
2026/09/02 17:27:49.514, 30683, 46068, 11
2026/09/02 17:27:50.534, 36427, 46068, 13
2026/09/02 17:27:51.556, 40175, 46068, 26
2026/09/02 17:27:52.577, 42997, 46068, 96
2026/09/02 17:27:53.599, 42997, 46068, 100
2026/09/02 17:27:54.622, 42997, 46068, 100
2026/09/02 17:27:55.646, 42997, 46068, 100
2026/09/02 17:27:56.669, 42997, 46068, 99
2026/09/02 17:27:57.694, 42997, 46068, 100
2026/09/02 17:27:58.715, 42997, 46068, 100
2026/09/02 17:27:59.740, 42997, 46068, 100
2026/09/02 17:28:00.763, 42997, 46068, 100
2026/09/02 17:28:01.787, 42997, 46068, 100
2026/09/02 17:28:02.810, 42997, 46068, 100
2026/09/02 17:28:03.832, 42997, 46068, 0
2026/09/02 17:28:04.852, 993, 46068, 78
2026/09/02 17:28:05.872, 1209, 46068, 6
2026/09/02 17:28:06.893, 6615, 46068, 30
2026/09/02 17:28:07.915, 14541, 46068, 31
2026/09/02 17:28:08.937, 22367, 46068, 26
2026/09/02 17:28:09.958, 29945, 46068, 25
2026/09/02 17:28:10.978, 36955, 46068, 24
2026/09/02 17:28:11.999, 41863, 46068, 0
2026/09/02 17:28:13.020, 44877, 46068, 100
2026/09/02 17:28:14.041, 44877, 46068, 100
2026/09/02 17:28:15.062, 44877, 46068, 100
2026/09/02 17:28:16.083, 44877, 46068, 100
2026/09/02 17:28:17.105, 44877, 46068, 100
2026/09/02 17:28:18.130, 44877, 46068, 100
2026/09/02 17:28:19.157, 44877, 46068, 100
2026/09/02 17:28:20.180, 44877, 46068, 100
2026/09/02 17:28:21.202, 44877, 46068, 100
2026/09/02 17:28:22.224, 44877, 46068, 100
2026/09/02 17:28:23.246, 44877, 46068, 100
2026/09/02 17:28:24.267, 44877, 46068, 100
2026/09/02 17:28:25.289, 44877, 46068, 100
2026/09/02 17:28:26.313, 44877, 46068, 100
2026/09/02 17:28:27.339, 44877, 46068, 100
2026/09/02 17:28:28.365, 44877, 46068, 100
2026/09/02 17:28:29.387, 44877, 46068, 100
2026/09/02 17:28:30.410, 44877, 46068, 100
2026/09/02 17:28:31.436, 44877, 46068, 100
2026/09/02 17:28:32.460, 44877, 46068, 100
2026/09/02 17:28:33.482, 44877, 46068, 100
2026/09/02 17:28:34.503, 20629, 46068, 95
2026/09/02 17:28:35.523, 1817, 46068, 13
2026/09/02 17:28:36.544, 4045, 46068, 100
2026/09/02 17:28:37.568, 31313, 46068, 100
2026/09/02 17:28:38.589, 31313, 46068, 100
2026/09/02 17:28:39.610, 31313, 46068, 100
2026/09/02 17:28:40.634, 31313, 46068, 100
2026/09/02 17:28:41.658, 31313, 46068, 100
2026/09/02 17:28:42.679, 31313, 46068, 100
2026/09/02 17:28:43.699, 31313, 46068, 100
2026/09/02 17:28:44.721, 31313, 46068, 100
2026/09/02 17:28:45.746, 31313, 46068, 100
2026/09/02 17:28:46.773, 31313, 46068, 100
2026/09/02 17:28:47.794, 31313, 46068, 100
2026/09/02 17:28:48.815, 31313, 46068, 100
2026/09/02 17:28:49.840, 31313, 46068, 100
2026/09/02 17:28:50.868, 31313, 46068, 100
2026/09/02 17:28:51.893, 31313, 46068, 100
2026/09/02 17:28:52.914, 31313, 46068, 100
2026/09/02 17:28:53.936, 31313, 46068, 100
2026/09/02 17:28:54.962, 31313, 46068, 100
2026/09/02 17:28:55.988, 31313, 46068, 100
2026/09/02 17:28:57.009, 2287, 46068, 100
2026/09/02 17:28:58.032, 2287, 46068, 0
