timestamp, name, driver_version, memory.total [MiB], memory.used [MiB], utilization.gpu [%]
2026/09/02 17:22:27.408, NVIDIA RTX PRO 6000 Blackwell Server Edition, 580.126.16, 97887 MiB, 0 MiB, 0 %
